name,index year,overall score,property rights,freedom from corruption,fiscal freedom,government spending,business freedom,labor freedom,monetary freedom,trade freedom,investment freedom,financial freedom
Dominican Republic,2007,56.8,30,30,79.7,90.2,56.7,54.2,63.2,73.8,50,40
Ecuador,2007,55.3,30,25,86.5,81.7,58.8,39.8,74.5,67,30,60
Egypt,2007,54.4,40,34,90.4,72.8,40.9,62.1,66.8,57.2,50,30
El Salvador ,2007,68.9,50,42,83.5,90,60.2,69,77.7,76.6,70,70
Equatorial Guinea,2007,53.2,30,19,75.4,84.1,48.2,47,80.1,57.6,30,60
Eritrea,2007,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Estonia,2007,78,90,64,84.5,61.8,79.9,49.7,83,86.6,90,90
Ethiopia,2007,53.6,30,22,77.2,81.3,59.4,61.5,71.8,63,50,20
Fiji,2007,60.8,30,40,75.5,71,70.4,84.7,74.7,71.8,30,60
Finland,2007,74,90,96,63.1,23.5,95.3,45.6,89.9,86.6,70,80
France,2007,62.1,70,75,46.3,13.5,87.2,56.1,81,81.6,50,60
Gabon,2007,54.8,40,29,61.3,85.9,53.3,60.1,81.6,56.4,40,40
Georgia,2007,69.3,30,23,91.2,88.4,80.8,99.9,77.8,71.8,60,70
Germany,2007,70.8,90,82,61.4,33.7,88.9,44.2,81.5,86.6,90,50
Ghana,2007,57.6,50,40,82.5,66.7,54.9,48.4,70.1,63,50,50
Greece,2007,58.7,50,43,62.4,53.4,69.7,58,78.4,81.6,50,40
Guatemala ,2007,60.5,30,25,79.8,96.1,52.3,59.6,71.6,80.2,50,60
Guinea,2007,54.5,30,30,74.3,91.8,40.9,70.5,57.5,59.6,30,60
Guinea-Bissau,2007,46.1,20,10,82.9,51,27.2,51.6,80.7,57.8,40,40
Guyana,2007,53.7,40,25,67.1,34.3,57,62.5,74.1,67,50,60
Haiti,2007,51.4,10,18,78,95.2,38.6,62.6,62.2,79.2,30,40
Honduras ,2007,59.1,30,26,81.8,82.6,56.1,44,71.5,79.2,50,70
Hong Kong,2007,89.9,90,83,92.9,91.9,88.4,86.3,91.6,95,90,90
Hungary ,2007,64.8,70,50,68.8,26.8,70.2,68.7,76.6,86.6,70,60
Iceland,2007,76,90,97,73.5,41.7,94.9,66.2,82.9,84,60,70
India,2007,53.9,50,29,76,71.4,50.8,63.2,77.2,51.2,40,30
Indonesia,2007,53.2,30,22,77.5,89.1,48.2,50.1,70.9,74,30,40
Iran,2007,45,10,29,81.2,84.5,55.4,52.5,62,55.4,10,10
Iraq,2007,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Ireland,2007,82.6,90,74,71.7,65.9,92.1,80.6,85.3,86.6,90,90
Israel,2007,64.8,70,63,58,33.4,69.4,64.8,84.2,85.2,70,50
Italy,2007,62.8,50,50,52.8,31.5,77,74.4,80.5,81.6,70,60
Jamaica ,2007,65.5,50,36,75.1,61.8,82,68.5,71,70.4,80,60
Japan,2007,72.7,70,73,70.9,58.3,91.2,83,90.9,80.2,60,50
Jordan,2007,64.5,50,57,83.2,57.4,54.9,74.6,83.5,74.2,50,60
Kazakhstan,2007,59.6,30,26,81.4,83.7,58.5,84.3,72.9,69.2,30,60
Kenya,2007,59.6,40,21,78.9,82.1,64.5,59.9,74.4,75,50,50
Kiribati,2007,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Kuwait,2007,66.4,50,47,99.9,60.7,70.7,80.1,78.8,77.2,50,50
Kyrgyz Republic ,2007,60.2,30,23,92.7,77.1,59.9,71.1,77.1,81.4,40,50
Laos,2007,50.3,10,33,70.8,92.8,52.1,62.5,71.3,60.8,30,20
Latvia,2007,67.9,50,42,83.9,61.3,74.5,66.9,74.2,86.6,70,70
Lebanon,2007,60.4,30,31,93.9,64.3,56.6,62.3,88.4,77.4,30,70
Lesotho,2007,53.2,40,34,69.3,44.3,68.2,64.6,77.1,54.4,30,50
Liberia,2007,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Libya,2007,37,10,25,81.7,43.8,20,20,80.1,39.6,30,20
Liechtenstein,2007,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Lithuania,2007,71.5,50,48,86.5,70.8,84.3,57.3,81.1,86.6,70,80
Luxembourg,2007,74.6,90,85,65.3,44,76.9,47.8,80.2,86.6,90,80
Macau,2007,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Macedonia,2007,60.6,30,27,85,60.9,60.1,58.8,90.7,83.4,50,60
Madagascar,2007,61.1,50,28,80.8,81.1,51.2,47.2,70,82.8,70,50
Malawi,2007,52.9,40,28,71,45.3,54.4,57.3,68.2,64.6,50,50
Malaysia ,2007,63.8,50,51,81.8,78.9,67.6,72,80.1,76.8,40,40
Maldives,2007,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Mali,2007,54.7,30,29,69.3,81.3,38.1,62.5,78.4,68.6,50,40
Malta,2007,66.1,90,66,61.1,27.7,70,60,80,86.6,50,70
Mauritania,2007,53.6,30,30,75.5,57.4,37.5,50.6,73.9,71.4,60,50
Mauritius,2007,69.4,60,42,81.3,79.7,73.3,71.7,75.8,80,70,60
Mexico,2007,66,50,35,82.2,83.4,83.5,61.7,77,77.6,50,60
Micronesia,2007,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Moldova,2007,58.7,50,29,85.6,62.8,68.1,64.4,68,79.4,30,50
Mongolia,2007,60.3,30,30,72.8,54.1,70.8,70.9,74.9,80,60,60
Montenegro,2007,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Morocco,2007,56.4,30,32,63.2,78.1,74.6,31.4,83.2,61,70,40
Mozambique ,2007,54.7,30,28,78.2,82.7,48.2,32.9,76.5,70.2,50,50
Namibia,2007,63.5,30,43,67.8,64.9,75.7,86.1,78.7,89,40,60
Nepal,2007,54.4,30,25,86.6,92.8,60.7,45.8,81.8,61.4,30,30
New Zealand,2007,81.4,90,96,61.4,56.5,99.9,92.1,84.6,84,70,80
Nicaragua ,2007,62.7,30,26,79.6,78.5,56.4,73.4,70.9,82.4,70,60
Niger,2007,53.2,30,24,66.2,86.3,38.4,44,80.6,62.4,50,50
Nigeria,2007,55.6,30,19,84.2,66.9,58.6,86.3,69.1,61.6,30,50
North Korea,2007,3,10,10,0,0,0,0,0,0,10,0
Norway,2007,67.9,90,89,50.6,37.6,91.1,49,82.5,89.2,50,50
Oman,2007,65.8,50,63,98.5,52,56.6,76.2,77.5,83.8,50,50
Pakistan ,2007,57.2,30,21,73,92.3,71.6,57.4,72.6,63.6,50,40
Panama ,2007,64.6,30,35,83,89.5,72.7,43.7,85.8,76.2,70,60
Papua New Guinea,2007,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Paraguay ,2007,58.3,30,21,96.7,91.4,49.3,28.5,78.4,77.4,50,60
Peru,2007,62.7,40,35,80.2,91.4,65.2,46.6,85.7,72.6,50,60
Poland,2007,58.1,50,34,68.6,44.8,55.3,61.4,80.3,86.6,50,50
Portugal,2007,64,70,65,62.3,35.4,78.6,41.5,80.4,86.6,70,50
Qatar,2007,62.9,50,59,99.8,71.4,60,60,72.4,76.4,30,50
Republic of Congo ,2007,44.4,10,23,59.8,75.5,47.3,45,74.5,49.4,30,30
Romania,2007,61.2,30,30,85.9,71,73.2,58,69.7,84,50,60
Russia,2007,52.2,30,24,79.5,69.5,62,61.5,62.8,62.6,30,40
Rwanda,2007,52.4,30,21,73.9,79.6,51,58.2,70.3,70.6,30,40
Saint Lucia,2007,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Saint Vincent and the Grenadines,2007,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Samoa,2007,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Ṣo Tom̩ and Pr�_ncipe ,2007,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Saudi Arabia,2007,60.9,50,34,99.4,66.7,53,84.9,80,70.4,30,40
Senegal,2007,58.1,50,32,60.8,83.9,56.4,43.2,82.9,71.6,50,50
Serbia ,2007,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Seychelles,2007,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Sierra Leone,2007,47,10,24,73,81.5,50.5,32.7,72.9,55.2,30,40
Singapore,2007,87.1,90,94,89.5,93.8,96.7,97.8,89.4,90,80,50
Slovakia,2007,69.6,50,43,89.5,53.7,70.7,76.1,76.6,86.6,70,80
Slovenia,2007,59.6,50,61,54.6,30.9,72.9,41.2,78.9,86.6,70,50
Solomon Islands,2007,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
South Africa,2007,63.5,50,45,69.7,79.2,70.4,58.5,78.8,73.8,50,60
South Korea,2007,67.8,70,50,71.6,76.3,84.3,57.3,78.9,69.2,70,50
Spain,2007,69.2,70,70,55.2,54.8,78,49.3,78.5,86.6,70,80
Sri Lanka,2007,59.4,50,32,78.5,83.4,69.2,68.9,70.4,71.6,30,40
Sudan,2007,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Suriname,2007,54.8,50,32,67.8,75.6,42,86.1,69.1,65,30,30
Swaziland,2007,60.1,50,27,72.3,66.1,70.4,69.8,76.3,69,50,50
Sweden,2007,69.3,90,92,33.1,3.6,94.2,65,83.8,81.4,80,70
Switzerland,2007,78,90,91,67.9,59.8,84.1,77,83.5,87,70,70
Syria,2007,48.3,30,34,82.4,58.3,58.4,57,69,54,30,10
Taiwan,2007,69.4,70,59,77,86.8,71.6,47.2,81.3,81.6,70,50
Tajikistan,2007,53.6,30,21,89.7,87.6,39.2,60.1,67,71,30,40
Tanzania,2007,56.8,30,29,80.6,85.2,45.8,47.2,77,73.6,50,50
Thailand ,2007,63.5,50,38,74.8,91.3,73,76.4,77.6,74.2,30,50
The Bahamas,2007,72,80,70,96.6,88.7,80,80,76.1,38.8,40,70
The Gambia,2007,57.7,30,27,72,70.8,59.4,74.7,68.1,64.6,50,60
The Netherlands,2007,75.5,90,86,48.8,34.9,88.4,62.7,87.2,86.6,90,80
The Philippines,2007,56,30,25,76,89.5,53.4,52.6,73.4,79.8,30,50
Timor-Leste,2007,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Togo,2007,49.7,30,30,54.7,92,37.5,47.8,76.5,68.4,30,30
Tonga,2007,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Trinidad and Tobago,2007,70.6,70,38,82,80.6,62.7,78.9,74.7,79,70,70
Tunisia,2007,60.3,50,49,73.3,78.5,78.9,61,80.1,71.8,30,30
Turkey,2007,57.4,50,35,69.1,62.4,67.4,38.8,70.1,81,50,50
Turkmenistan,2007,43,10,18,91.7,85.3,30,30,65.9,79.2,10,10
Uganda,2007,63.1,30,25,80.6,83,57.5,87.8,78,68.8,50,70
Ukraine,2007,51.5,30,26,83.6,53.2,43.6,52.8,68.4,77.2,30,50
United Arab Emirates,2007,62.6,40,62,99.9,82.3,49.3,73.9,73.6,75,30,40
United Kingdom,2007,79.9,90,86,62,42.7,91.2,79,81.3,86.6,90,90
United States,2007,81.2,90,76,69,60.3,91.4,94.7,83.8,86.6,80,80
Uruguay ,2007,68.4,70,59,86.2,77.8,62.2,73.9,73.1,81.6,70,30
Uzbekistan,2007,51.5,30,22,85,69.3,65.2,66.8,58.6,68.2,30,20
Vanuatu,2007,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Venezuela ,2007,47.9,30,23,75.6,79.9,50.4,40.9,57.6,61.2,20,40
Vietnam,2007,49.8,10,26,74.3,78.6,59.6,66.3,67.5,56,30,30
Yemen,2007,54.1,30,27,83.2,56.2,53.5,76.3,68.2,66.4,50,30
Zambia,2007,56.2,40,26,70.6,78.5,63.6,54.8,57.8,70.8,50,50
Zimbabwe,2007,32,10,26,68.8,49.6,42,41.1,0,52.6,10,20
Afghanistan,2006,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Albania,2006,60.3,30,25,81.2,75.6,54.3,50.2,84.5,62.4,70,70
Algeria,2006,55.7,30,27,73.9,74.4,74.8,57.4,78.8,61,50,30
Angola,2006,43.5,30,20,84.9,40.1,26.8,44.9,40.3,68,30,50
Argentina,2006,53.4,30,25,71.5,81.5,62.9,44.4,71.5,67.4,50,30
Armenia,2006,70.6,50,31,90,90.7,77.6,65.3,80.6,80.6,70,70
Australia,2006,79.9,90,88,58.9,62.2,90.9,86.5,85,77.4,70,90
Austria,2006,71.1,90,84,50.2,23.2,82,72.7,86.4,82.4,70,70
Azerbaijan,2006,53.2,30,19,80,77.8,56.7,60.4,75.5,72.6,30,30
Bahrain,2006,71.6,70,58,99.4,73.2,80,40,86.3,69.6,50,90
Bangladesh ,2006,52.9,30,15,84.1,94.4,58.2,64.2,74.9,48.2,30,30
Barbados,2006,71.9,90,73,67.4,58.7,90,80,87.7,52,50,70
Belarus,2006,47.5,30,33,78.9,33.2,54.4,68.2,49.8,67.2,30,30
Belgium,2006,71.8,90,75,42.8,26.8,90.7,68.4,81.5,82.4,90,70
Belize,2006,64.7,50,38,83.9,71.5,77.4,83.8,84.2,58.4,50,50
Benin,2006,54,30,32,67.3,86.6,48,53.4,83.1,59.6,30,50
Bhutan,2006,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Bolivia,2006,57.8,30,22,90.4,68.1,60.9,49.2,82.6,74.4,30,70
Bosnia and Herzegovina,2006,55.6,10,31,75.1,47.8,55.7,54.9,86.1,75.2,50,70
Botswana,2006,68.8,70,60,73.9,50.5,69.6,68.9,77.6,77.8,70,70
Brazil,2006,60.9,50,39,83.8,71.7,53.5,66.1,76.3,69,50,50
Bulgaria,2006,64.1,30,41,83.2,49.8,70.5,79.8,80.7,65.8,70,70
Burkina Faso,2006,55.8,30,30,77.6,87.3,39.2,45.7,85.9,62.2,50,50
Burma,2006,40,10,17,81.9,97.3,20,20,61.4,72.2,10,10
Burundi,2006,48.7,30,30,70.1,62.6,37,53.7,67.3,56,50,30
Cambodia,2006,56.7,30,10,91.3,90.9,43,44.2,83.7,53.4,50,70
Cameroon,2006,54.6,30,21,69.4,93,40.3,53.3,83.9,54.8,50,50
Canada,2006,77.4,90,85,75.3,53.4,96.9,84.2,85.9,83.2,50,70
Cape Verde,2006,58.6,70,30,77.1,71,55.7,57,89.3,36.2,50,50
Central African Republic,2006,54.2,30,30,58.8,95,42.1,49.7,87.3,49.2,50,50
Chad,2006,50,30,17,49.8,85.2,34,43.6,83,57,50,50
Chile,2006,78,90,74,78.6,87.5,68.1,77.5,86.9,77.6,70,70
China,2006,53.6,30,34,70,86,43.1,65.2,79.4,68,30,30
Colombia,2006,60.4,30,38,66.6,68.3,72.1,63.8,79.2,65.8,50,70
Comoros,2006,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Costa Rica ,2006,65.9,50,49,83,85.2,59.4,61.2,73.7,77.4,70,50
C̫te d'Ivoire ,2006,56.2,30,20,52.2,88.4,46.4,60.3,80.9,63.6,50,70
Croatia,2006,53.6,30,35,69.6,23.2,54.5,44.6,81.2,78.4,50,70
Cuba,2006,29.3,10,37,44.2,0,10,20,71.5,60.2,30,10
Cyprus,2006,71.8,90,54,79.1,48.3,70,70,84.4,82.4,70,70
Czech Republic,2006,66.4,70,42,68.8,36.8,57.8,60.3,85.9,82.4,70,90
Democratic Republic of Congo,2006,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Denmark,2006,75.4,90,95,35.5,9.3,94.6,99.9,87.2,82.4,70,90
Djibouti,2006,53.2,30,30,80.3,60,38.3,59.9,84.8,28.6,50,70
Dominica,2006,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Dominican Republic,2006,56.3,30,29,85.4,90.1,57,54.5,49.3,67.4,50,50
Ecuador,2006,54.6,30,24,86.2,84.5,58.2,39.7,76.1,67,30,50
Egypt,2006,53.2,50,32,64.7,72.1,39.8,62.1,73.6,57.6,50,30
El Salvador ,2006,69.6,50,42,86.2,92.2,57.9,68.6,82.9,76.4,70,70
Equatorial Guinea,2006,51.5,30,10,75.4,96.7,48.2,47.5,70.3,57,30,50
Eritrea,2006,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Estonia,2006,74.9,70,60,83.8,57.4,81.9,49.3,84.7,82.4,90,90
Ethiopia,2006,50.9,30,23,70.8,61.3,54.4,62,69.8,58,50,30
Fiji,2006,58.4,30,30,76.9,71.9,70.8,84.8,79.1,60.2,30,50
Finland,2006,72.9,90,97,61.9,24.4,95.4,47.4,90.8,82.4,70,70
France,2006,61.1,70,71,46.6,11.2,88,56.5,85.6,82.4,50,50
Gabon,2006,56.1,50,33,59.7,84.9,53.3,60.2,84.3,55.2,50,30
Georgia,2006,64.5,30,20,94.1,90.8,73.9,73.6,75.2,67.6,50,70
Germany,2006,70.8,90,82,60.8,31.7,89.1,44.4,87.1,82.4,90,50
Ghana,2006,55.6,50,36,75.6,74.8,50,49.5,64.5,55.4,50,50
Greece,2006,60.1,50,43,61,53.9,73.2,58.6,78.7,82.4,50,50
Guatemala ,2006,59.1,30,22,79.7,94.6,49.2,62.4,78.1,75.2,50,50
Guinea,2006,52.8,30,25,70.3,90,43.8,71,70.4,47.8,30,50
Guinea-Bissau,2006,46.5,10,10,81,58.7,27.2,51.8,89,57.8,50,30
Guyana,2006,56.6,50,30,60.3,41.7,56.9,62.9,80.7,63.8,50,70
Haiti,2006,49.2,10,15,78,93.2,36.2,62.2,58.6,79.2,30,30
Honduras ,2006,57.4,30,23,82.1,78.5,55.3,44,72.1,69.4,50,70
Hong Kong,2006,88.6,90,80,93.3,87.9,90,86.7,88.3,90,90,90
Hungary ,2006,65,70,48,68.2,27.1,70.8,69.5,74.3,82.4,70,70
Iceland,2006,75.8,90,95,73.7,32,95.1,65.4,88.8,78.2,50,90
India,2006,52.2,50,28,76.1,74.6,49.6,62.3,77.6,24,50,30
Indonesia,2006,51.9,30,20,77.3,86,46.6,51,73.6,74.6,30,30
Iran,2006,45,10,29,81.2,85.1,56.1,53,60.1,55.4,10,10
Iraq,2006,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Ireland,2006,82.2,90,75,72,64.7,93.7,79.6,84.4,82.4,90,90
Israel,2006,64.4,70,64,55.2,28.3,69.9,65.1,90.9,81,70,50
Italy,2006,62,50,48,52,29.1,78.4,74.6,85.2,82.4,70,50
Jamaica ,2006,66.4,50,33,77.9,54.4,82.6,68.2,72.9,65.4,90,70
Japan,2006,73.3,70,69,70.9,58.3,87.2,84.4,92.5,80.2,70,50
Jordan,2006,63.7,50,53,78.2,58.3,56,74.8,84.4,62.2,50,70
Kazakhstan,2006,60.2,30,22,81.6,83.9,55.9,85.4,73.6,69.2,30,70
Kenya,2006,59.7,50,21,78.9,82.6,65.2,60,74.7,64.4,50,50
Kiribati,2006,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Kuwait,2006,66.5,50,46,99.9,57.1,71,80.3,83.1,77.2,50,50
Kyrgyz Republic ,2006,61,30,22,90,81.3,60.7,71.6,77.9,76.4,50,50
Laos,2006,47.5,10,10,70.8,89.4,51.1,62.5,63.3,58,30,30
Latvia,2006,66.9,50,40,83.5,51,75,66.6,80.8,82.4,70,70
Lebanon,2006,57.5,30,27,91.3,54.6,56.7,61,82,72.4,30,70
Lesotho,2006,54.7,50,30,63.9,47.8,58.2,65.4,74.2,77.8,30,50
Liberia,2006,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Libya,2006,33.2,10,25,52.2,41.4,20,20,69.3,34.6,30,30
Liechtenstein,2006,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Lithuania,2006,71.8,50,46,82.9,63.9,85.2,57.1,90.4,82.4,70,90
Luxembourg,2006,75.3,90,84,65.7,36.8,76.9,51.4,85.7,82.4,90,90
Macau,2006,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Macedonia,2006,59.2,30,27,80.4,65.1,54.4,56.4,90.3,68.8,50,70
Madagascar,2006,61,50,31,81,88.6,38,49.3,74.5,77.8,70,50
Malawi,2006,55.4,50,28,70.4,60,53.9,58.4,68.6,64.6,50,50
Malaysia ,2006,61.6,50,50,81.2,75.1,68.6,72.2,82.6,76.6,30,30
Maldives,2006,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Mali,2006,54.1,30,32,69.7,84.8,35.3,64,81.2,63.8,50,30
Malta,2006,67.3,90,68,62.2,35.4,70,60,85,82.4,50,70
Mauritania,2006,55.7,30,30,81.7,70,36,50.5,76.5,62.6,70,50
Mauritius,2006,67.4,70,41,81.7,79.1,74.7,76.8,72.1,59,70,50
Mexico,2006,64.7,50,36,78.4,82.1,79.7,62,81.3,57.4,50,70
Micronesia,2006,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Moldova,2006,58,50,23,81.9,66.1,67.4,63.4,68.4,79.4,30,50
Mongolia,2006,62.4,30,30,76.9,46.6,73.3,70.8,79.5,77,70,70
Montenegro,2006,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Morocco,2006,51.5,30,32,63.3,72.8,67.8,31.7,82.1,35.2,70,30
Mozambique ,2006,51.9,30,28,78.1,73.4,44.1,33.1,67,65.2,50,50
Namibia,2006,60.7,30,41,62.4,59.4,74.4,86.5,75.1,77.8,50,50
Nepal,2006,53.7,30,28,86.6,92.3,62.4,47.1,77.2,53.8,30,30
New Zealand,2006,82,90,96,61.7,54.8,99.9,92.8,85.6,79.2,70,90
Nicaragua ,2006,63.8,30,27,79.8,78.1,57,76.1,72.3,77.6,70,70
Niger,2006,52.5,30,22,62.7,90.9,28.8,44.7,87.9,57.6,50,50
Nigeria,2006,48.7,30,16,84.1,56.9,50,73.3,65.8,51.2,30,30
North Korea,2006,4,10,10,0,0,0,0,0,0,10,10
Norway,2006,67.9,90,89,50.8,34.9,91.4,50.6,88.7,84.2,50,50
Oman,2006,63.7,50,61,98.5,56.5,57,74.8,81.5,57.8,50,50
Pakistan ,2006,57.9,30,21,71.4,89.5,72.2,58.6,77.2,59,50,50
Panama ,2006,65.6,30,37,81.3,88,73.7,44.2,90.2,71.2,70,70
Papua New Guinea,2006,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Paraguay ,2006,55.6,30,19,90.1,90.8,50,28.9,72.9,74.6,50,50
Peru,2006,60.5,30,35,80.3,75.6,65.6,47,84,67.2,50,70
Poland,2006,59.3,50,35,68.7,39.5,56.5,61.2,79.6,82.4,50,70
Portugal,2006,62.9,70,63,64,29.7,73.3,42.2,84.4,82.4,70,50
Qatar,2006,62.4,50,52,99.9,71.7,60,60,75.7,74.6,30,50
Republic of Congo ,2006,43.8,10,23,51,73.5,47.4,45,78.5,49.4,30,30
Romania,2006,58.2,30,29,87.5,68.9,74.6,57.5,66.6,68.4,50,50
Russia,2006,52.4,30,28,90.8,63.5,59.7,61.8,68,62.6,30,30
Rwanda,2006,52.8,30,10,73.9,82.6,50.8,59.2,70.1,71.8,30,50
Saint Lucia,2006,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Saint Vincent and the Grenadines,2006,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Samoa,2006,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Ṣo Tom̩ and Pr�_ncipe ,2006,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Saudi Arabia,2006,63,50,34,99.4,69.3,51,85.3,90.8,70.4,30,50
Senegal,2006,56.2,50,30,60.7,84.4,55.1,44.4,90.4,66.6,50,30
Serbia ,2006,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Seychelles,2006,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Sierra Leone,2006,45.2,10,23,75.1,68.9,50.8,32,74,58.4,30,30
Singapore,2006,88,90,93,89.5,89.6,96.9,98.2,88,85,90,60
Slovakia,2006,69.8,50,40,89.5,52.5,69.3,76.7,77.8,82.4,70,90
Slovenia,2006,61.9,50,60,64,44.3,75.1,41.6,81.7,82.4,70,50
Solomon Islands,2006,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
South Africa,2006,63.7,50,46,69.8,78.6,71.8,58.9,83.7,77.8,50,50
South Korea,2006,67.5,70,45,71.2,77.6,85.6,57.7,83.1,65,70,50
Spain,2006,68.2,70,71,55.3,50.5,78.7,50,83.9,82.4,70,70
Sri Lanka,2006,58.7,50,35,78.5,83.1,68.2,68.6,72.5,71.4,30,30
Sudan,2006,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Suriname,2006,55.1,50,43,64.5,76.6,42,86.2,67.1,61.6,30,30
Swaziland,2006,61.4,50,30,74.1,65.3,70.4,70.2,75.7,77.8,50,50
Sweden,2006,70.9,90,92,33.2,2.2,96.1,65.1,87.7,82.4,90,70
Switzerland,2006,78.9,90,91,73.4,61.1,85,77.1,89.6,82,70,70
Syria,2006,51.2,30,34,80.1,67.1,58.9,56.3,72.1,54,30,30
Taiwan,2006,69.7,70,56,75.8,84,73,47.3,88.8,81.8,70,50
Tajikistan,2006,52.6,30,20,91.1,89.1,39.2,60.3,65.1,70.8,30,30
Tanzania,2006,58.5,30,28,80.6,88.1,44.5,47.8,77.9,68.6,50,70
Thailand ,2006,63.3,50,36,74.9,92.1,73.8,77,80.3,68.4,30,50
The Bahamas,2006,72.3,90,70,96.8,87.1,80,80,82.2,17,50,70
The Gambia,2006,57.3,30,28,71,84.3,59.4,75,66,59.6,50,50
The Netherlands,2006,75.4,90,87,48,29.1,87.5,62.9,86.6,82.4,90,90
The Philippines,2006,56.3,30,26,75.9,88.9,53.9,53.1,75.7,79.8,30,50
Timor-Leste,2006,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Togo,2006,47.3,30,10,49.7,94.4,37.3,48.3,86.5,57,30,30
Tonga,2006,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Trinidad and Tobago,2006,70.4,70,42,76.5,81.1,62.7,79.2,77.7,75.2,70,70
Tunisia,2006,57.5,50,50,73.3,77.8,80.3,61.7,83.5,38.6,30,30
Turkey,2006,57,50,32,68,68.1,66.7,39.1,64.7,81,50,50
Turkmenistan,2006,43.8,10,20,90.8,88.7,30,30,69.4,79.2,10,10
Uganda,2006,63.9,30,26,80.6,83.7,55.9,87.9,80.6,74,50,70
Ukraine,2006,54.4,30,22,90.2,75.8,43.1,53.2,72.9,77.2,30,50
United Arab Emirates,2006,62.2,50,61,99.3,76.1,49,74.3,76.8,75,30,30
United Kingdom,2006,80.4,90,86,62.3,43.5,91.5,81.1,86.7,82.4,90,90
United States,2006,81.2,90,75,68.9,61.1,93.2,97.8,85,81.4,70,90
